,Time,Title,sentiment
2858,2019-11-12,视频游戏机等新一批进口科技产品将免关税,1
2859,2019-11-11,Facebook宣布旗下Messenger应用已拥有超5亿用户,1
2860,2019-11-10,重塑条形码价值，王老吉携微信刷新互动营销玩法,1
2861,2019-11-10,全球家77%手机产自中国：自主芯片不足3%,0
2862,2019-11-10,联想CEO杨元庆：手机业可能将只剩下5家厂商,0
2863,2019-11-07,数据中心联盟云安全高端沙龙在京举行,1
2864,2019-11-07,我国专项整治网络视频有害信息：微信视频在列,1
2865,2019-11-07,工商总局：叫停双十一折扣价系误传,1
2866,2019-11-07,第八届深圳金博会开幕互联网金融成热点,1
2867,2019-11-06,惠普220亿投建青岛大数据基地,1
2868,2019-11-06,特斯拉在华供过于求:进口超3500辆上牌仅千辆,0
2869,2019-11-06,诺基亚官微正式发布告别声明说得很伤感,0
2870,2019-11-06,亚马逊正在测试用打车App让出租车帮送快递,1
2871,2019-11-05,英特尔注资Avegant进军虚拟现实领域,1
2872,2019-11-05,快递业闷声发大财：顺丰估值320亿排名第一,1
2873,2019-11-05,微软与Dropbox达成云存储协议,1
2874,2019-11-05,消息称索尼移动拟在华裁员八百人否认退出中国,0
2875,2019-11-04,传小米展开新一轮融资：估值或达500亿美元,1
2876,2019-11-04,汽车之家董事GabrielLi大量套现后辞职,0
2877,2019-11-04,乔布斯电子纪念碑在俄遭拆除因库克宣布出柜,0
2878,2019-11-04,外媒称苹果计划在中国建大学校长正在寻觅中,1
2879,2019-11-03,索尼中国手机业务大裁员,0
2880,2019-11-03,消息称Xbox亚洲研发部遭全员裁撤项目转回美国,0
2881,2019-10-31,微信硬件团队首次亮相：用微信把人延伸更远,1
2882,2019-10-31,MSNMessenger正式退出中国用户数据迁入Skype,0
2883,2019-10-31,盖茨财富兑现后每天花100万美元够挥霍218年,1
2884,2019-10-31,华为掷1亿美元东南亚扩门店有意与三星苹果对标,1
2885,2019-10-31,美法官将颁布法令批准揭示GTAT破产真实原因,1
2886,2019-10-31,联想集团宣布正式完成对摩托罗拉移动收购,1
2887,2019-10-30,孙正义投资印度电商欲寻找下个阿里巴巴,1
2888,2019-10-30,苹果公司遭三名用户集体诉讼MacBook经常花屏,0
2889,2019-10-30,微软本月裁员3000名完成7月份1.8万人裁员计划,0
2890,2019-10-30,阿里抢注双十一商标他人使用属侵权行为,1
2891,2019-10-30,搜狐收购56网交易基本完成后者创始人周娟将离职,0
2892,2019-10-29,赵厚麟执掌国际电联150年来首位中国籍秘书长,1
2893,2019-10-29,机构：全球笔记本出货量将持续萎缩至2018年,0
2894,2019-10-29,全球最赚钱公司：苹果不敌工商银行居第二,1
2895,2019-10-28,硅谷遭遇中年危机：生活成本过高人才流失,0
2896,2019-10-27,特斯拉CEO：人工智能有危险将召唤出恶魔,0
2897,2019-10-27,耐克CEO暗示与苹果合作开发新型可穿戴设备,1
2898,2019-10-27,零售商自建联盟抵制苹果支付手续费引发不满,0
2899,2019-10-25,腾讯课堂直播中欧课程万名金领在线听课,1
2900,2019-10-25,微信智慧工坊开讲：让微信的能力成为行业的红利,1
2901,2019-10-24,微软将停止提供XboxMusic免费流媒体服务,0
2902,2019-10-24,惠普高管警告男人：小心谷歌眼镜毁了你的爱情,0
2903,2019-10-24,谷歌与牛津达成合作以扩大人工智能计划,1
2904,2019-10-23,QQ发布概念版视频无边界连接生活,1
2905,2019-10-23,黑莓获多项美国专利涉及电话会议和可穿戴设备,1
2906,2019-10-23,小米投资LBE安全大师后者股东包括阿里腾讯,1
2907,2019-10-22,谷歌收购云计算工具开发商Firebase,1
2908,2019-10-22,微软官方证实Lumia取代诺基亚品牌,1
2909,2019-10-21,中信21世纪正式更名阿里健康,1
2910,2019-10-21,微软宣布将提供云计算资源对抗埃博拉病毒,1
2911,2019-10-21,eBay分拆在即著名投资人安德森辞去董事一职,0
2912,2019-10-21,微软CEO纳德拉2014财年薪酬达8430万美元,1
2913,2019-10-21,谷歌风投追加投入欧洲分部以期实现财务回报,1
2914,2019-10-21,马云入主恒生电子：交割手续完成成实际控制人,1
2915,2019-10-20,上市后的阿里：投资百亿下乡,1
2916,2019-10-20,微软超越谷歌成市值第二大科技公司,1
2917,2019-10-20,ApplePay今日正式推出暂未向中国内地用户开放,0
2918,2019-10-17,娃哈哈再跨界研发机器人多元化布局摊薄风险,1
2919,2019-10-17,AMD宣布全球裁员7%涉及约710名员工,0
2920,2019-10-17,苹果宣布11月向开发者推出Watchkit,1
2921,2019-10-17,富士康避谈机器人计划仍为iPhone6大量招工,0
2922,2019-10-16,上海市第一妇婴保健院上线微信全流程就诊,1
2923,2019-10-16,蓝宝石厂商GT破产案保密听证会将延期举行,0
2924,2019-10-16,谷歌发布新一代操作系统Android5.0Lollipop,1
2925,2019-10-15,扎克伯格捐款2500万美元控制埃博拉,1
2926,2019-10-15,北京高院将开庭审理苹果诉国家知识产权局案,0
2927,2019-10-15,欧盟拟公私合作投25亿欧元发展大数据,1
2928,2019-10-15,国家集成电路产业投资基金正式设立,1
2929,2019-10-14,Win10有百万用户参与内测已反馈超20万条信息,1
2930,2019-10-14,TCL集团2亿元小额贷款公司获批前者持30%股份,1
2931,2019-10-14,小米又挖了一位谷歌前高管：派去印度管产品,1
2932,2019-10-13,为盲胞读书，微信特意改了版本,1
2933,2019-10-13,微软推出手表模拟键盘可在智能手表上手写输入,1
2934,2019-10-13,消息称AppleWatch明年2月开售台湾广达电脑代工,1
2935,2019-10-13,Blackphone制造商拟推超安全平板电脑NSA也无法入侵,1
2936,2019-10-11,比特币走向边缘化虚拟货币暂时仅为一场游戏,0
2937,2019-10-11,苹果避税遭欧盟十亿欧元重罚星巴克亦被调查,0
2938,2019-10-11,苹果蓝宝石供应商GT裁员890人暗示将起诉苹果,0
2939,2019-10-10,华盛顿出租车司机罢工抵制打车软件,0
2940,2019-10-09,微软CEO更迭内幕：鲍尔默与老友盖茨不再联系,0
2941,2019-10-09,联想接收1000多名IBM员工正式进驻联想大厦,1
2942,2019-10-09,苹果10月16日召开新品发布会：拟推新款iPad,1
2943,2019-10-08,三名科学家凭蓝光LED获诺奖,1
2944,2019-09-30,江湖秘传多时的微信卡券正式亮相,1
2945,2019-09-30,iOS8新漏洞：恢复出厂致iCloudDrive文件丢失,0
2946,2019-09-30,微软采用全新方式构建、测试和更新Windows9系统,1
2947,2019-09-30,苹果上演帽子戏法：iOS8.1到8.3系统已在测试,1
2948,2019-09-30,消息称软银与梦工厂收购谈判降温：或展开内容合作,1
2949,2019-09-29,联想收购IBMx86服务器业务将于周三完成,1
2950,2019-09-29,苹果涉嫌在爱尔兰非法避税面临欧盟数十亿欧元罚单,0
2951,2019-09-29,小米模式对顺德家电业的挑战,1
2952,2019-09-29,微软印尼总裁：Win8用户将可免费升级至Win9,1
2953,2019-09-29,微软将于10月31日停止向OEM厂商提供Windows7副本,0
2954,2019-09-28,两名旅客携453台苹果手机过关被查涉逃税35万,0
2955,2019-09-28,三星接班人蓄势待发：重组公司应对挑战,1
2956,2019-09-28,苹果停止为iOS7.1.2固件提供签名iOS8用户无法降级回iOS7,0
2957,2019-09-26,微软新CEO中国首行：避谈反垄断释放善意,0
2958,2019-09-25,微软10月31日将停止预装Windows7家庭和旗舰版,0
2959,2019-09-25,谷歌董事长：苹果遭遇激烈竞争有利于消费者,1
2960,2019-09-24,北京工商部门建立电商供应商黑名单制度,1
2961,2019-09-24,充电国标修订版年底前出台：部分强制执行,1
2962,2019-09-24,上半年我国信息消费规模已达1.34万亿元,1
2963,2019-09-24,广东联通开启全球最大规模特斯拉巡回试驾,1
2964,2019-09-23,腾讯创业公开课苏永乐开讲创业天花板,1
2965,2019-09-23,雅虎千万美金收购印度在线文档服务商Bookpad,1
2966,2019-09-23,艺龙首席运营官谢震将卸任引入两位技术副总裁,1
2967,2019-09-23,联想和解IdeaPad设计缺陷诉讼每位用户赔100美元,1
2968,2019-09-23,国家邮政局规范快递电子运单要求企业统一运单编码,1
2969,2019-09-22,谷歌投资的机器人投入使用：提供酒店客房服务,1
2970,2019-09-22,百度推互联网金融新产品百发有戏最高收益16%,1
2971,2019-09-22,联想人员开始进驻摩托大楼并购进入尾声,1
2972,2019-09-22,网购火车票可快递上门每件最多5张快递费17元,1
2973,2019-09-20,国防部回应美中国网络入侵报告:无中生有,1
2974,2019-09-20,阿里巴巴IPO-美国纽约现场,1
2975,2019-09-19,马云将参加克林顿全球倡议大会：接触美政要,1
2976,2019-09-19,TCL斥资649亿元全线布局面板产能,1
2977,2019-09-19,软件巨头SAP83亿美元收购Concur,1
2978,2019-09-19,阿里巴巴今日纽交所挂牌电商中概股寒冬到来？,0
2979,2019-09-19,台媒：富士康巴西工厂罢工不会影响iPhone6发货,0
2980,2019-09-19,微软开展第二轮裁员行动规模达2100人,0
2981,2019-09-18,软银孙正义因阿里IPO身家暴涨跻身日本首富,1
2982,2019-09-18,海尔联合易到用车成立汽车融资租赁公司,1
2983,2019-09-18,微软任命洪小文为亚太研发集团主席接替张亚勤,1
2984,2019-09-18,台媒：高通反垄断案近尾声恐遭近百亿元罚款,0
2985,2019-09-18,工信部部长苗圩会见特斯拉全球高级副总裁,1
2986,2019-09-17,商务部：外商投资额下降与反垄断无关,0
2987,2019-09-16,应用宝精品手游《横扫西游》成功登陆微信、手Q平台,1
2988,2019-09-16,微软宣布9月30日于旧金山召开Windows发布会,1
2989,2019-09-16,虚拟运营商谈用户仅20万：不免费就没此行业,0
2990,2019-09-15,央行再整顿收单业务第三方支付谋求转型,1
2991,2019-09-15,倪光南：国产操作系统突破口应用商店,1
2992,2019-09-12,发改委：对高通调查基本结束将进处罚程序,1
2993,2019-09-12,董明珠再谈小米：昙花一现不是我们想要的,1
2994,2019-09-12,特斯拉明年大力扩建在华充电网,1
2995,2019-09-11,谷歌欲并购防抖智能勺制造商LiftLabs,1
2996,2019-09-11,微软内部文件显示：诺基亚品牌将彻底停用,0
2997,2019-09-10,苹果推出移动支付服务ApplePay,1
2998,2019-09-09,平板电脑帮助急救：移动医疗走向现实,1
2999,2019-09-09,微软将重新启用MSN品牌为多款必应应用更名,1
3000,2019-09-09,张亚勤离职微软加盟百度外企红毯时代的结束,1
3001,2019-09-05,最温暖开场白QQ音乐V4.2历史闪屏全纪录,1
3002,2019-09-05,英伟达火速起诉三星Note4、NoteEdge图形处理器侵权,0
3003,2019-09-05,谷歌和解儿童应用内购买案：赔偿受损父母1900万美元,0
3004,2019-09-04,微信公开课南京站：看智慧生活如何击中行业痛点,1
3005,2019-09-04,英特尔发布时尚蛇皮智能手环定位奢侈品市场,1
3006,2019-09-04,传特斯拉超级电池工厂最终落户美国内华达州,1
3007,2019-09-03,菏泽签约富士康前夜分管副市长突然被查,0
3008,2019-09-03,腾讯小米谷歌等竞购美国游戏机厂商Ouya,1
3009,2019-09-03,铁塔公司启动省公司副总选聘：每省两人,1
3010,2019-09-03,苹果回应好莱坞艳照门：苹果系统未遭入侵,0
3011,2019-09-03,腾讯T派移动互联网创新创业大赛清华夺冠,1
3012,2019-09-02,三星开始重组：三星重工将与三星工程合并,1
3013,2019-09-02,工商总局调查微软垄断源于企业举报,1
3014,2019-09-02,苹果积极调查iCloud遭入侵事件称已修复漏洞,0
3015,2019-09-01,知名产品测评网站AnandTech创始人抛弃公司加入苹果,0
3016,2019-09-01,P2P公司大浪淘沙：利空逼近联想10亿进军P2P,1
3017,2019-09-01,爱国者冯军：我从创业第一天就已经失态,1
3018,2019-08-29,诺基亚裁员已到最后节点多数员工已签离职协议,0
3019,2019-08-29,三星中国供应商再遭雇佣童工指控,0
3020,2019-08-29,百度推出开源云智能手环方案,1
3021,2019-08-28,苹果败诉：美法官拒绝禁售三星产品,0
3022,2019-08-27,工商总局：微软涉嫌信息公开不完全搭售浏览器,0
3023,2019-08-27,国家工商总局今年受理软件、电信等9件反垄断案,0
3024,2019-08-27,IBM与中国工商银行再度合作部署新系统破IBM禁令谣言,1
3025,2019-08-27,屋漏偏逢连夜雨！欧盟将对高通展开反垄断调查,0
3026,2019-08-26,亚马逊抢了谷歌生意！9.7亿美元购得视频游戏流媒体Twitch,1
3027,2019-08-25,高通反垄断案追踪：专利许可费或下调,0
3028,2019-08-25,微软在海外拥有近930亿美元现金省税近300亿美元,1
3029,2019-08-22,中韩反垄断部门讨论高通案高通将面临创记录罚款,0
3030,2019-08-22,惠普支付6.45亿美元裁员费用明年拟再裁9000人,0
3031,2019-08-22,微软或将在9月30日推出Windows9预览版,1
3032,2019-08-22,报告指苹果iMessage被垃圾信息占领：每天1亿条,0
3033,2019-08-21,传下一代iPadAir的内存将从1GB增加至2GB,1
3034,2019-08-21,谷歌搜索一年改进890多次核心算法一天一变,0
3035,2019-08-21,工商总局开查电商七日退货,1
3036,2019-08-20,海外市场仍是LED显示屏的蓝海,1
3037,2019-08-20,三星收购美空调商Quietside强化智能家居业务,1
3038,2019-08-19,消息称谷歌欲针对13岁以下儿童推出一系列服务,1
3039,2019-08-19,黑莓成立新部门：盼开拓新财源带公司走出困境,1
3040,2019-08-18,亚马逊来势汹汹移动支付商们该如何回击？,1
3041,2019-08-18,微软暂不计划推iOS或Android版IE曾考虑IE更名,0
3042,2019-08-18,苹果中国代工厂被曝有毒物乱放安全等委员会中无员工代表,0
3043,2019-08-15,微信智慧票务落地展览业,1
3044,2019-08-15,中国财团报价16.7亿美元收购iPhone摄像头供应商,1
3045,2019-08-15,中科红旗卖身内幕：收购方放言不惜代价拿下,1
3046,2019-08-14,老牌播放器RealPlayer公司全球裁员10%,0
3047,2019-08-14,苹果向开发者发布最新Safari7.0.6和6.1.6测试版,1
3048,2019-08-14,联想发第一财季财报：国内智能手机出货超三星,1
3049,2019-08-13,Siri联合创始人离开苹果开发新人工智能助手Viv,1
3050,2019-08-13,微软将对北京诺基亚员工进行强制裁员,0
3051,2019-08-13,三星虚拟现实眼罩谍照曝光：形似谷歌Cardboard,0
3052,2019-08-13,谷歌联手多国企业建跨太平洋海底光缆,1
3053,2019-08-13,国务院反垄断委员会专家为高通说话被解聘,0
3054,2019-08-12,消费者报告：特斯拉ModelS存在小问题,0
3055,2019-08-12,苹果前高管称AppStore应人工推荐应用,1
3056,2019-08-12,走近全球第一超算：天河二号背后的故事,1
3057,2019-08-11,国家工商总局突查微软财务业务外包公司埃森哲,0
3058,2019-08-08,苹果更新官网版面：没有MacBookPro只有Beats系列产品,0
3059,2019-08-08,IBM开发模拟人脑新型芯片或带来计算技术革命,1
3060,2019-08-08,微软将停止支持旧版IE浏览器或引发用户不满,0
3061,2019-08-08,苹果产品被禁或系误读：并非政府禁止,0
3062,2019-08-07,特斯拉宣布与占宝生和解：商标权无可争议,1
3063,2019-08-07,彭博社：10款苹果产品被移出政府采购名单,0
3064,2019-08-07,国家放权充换电运营服务费民资称将谨慎进入,1
3065,2019-08-07,任天堂前高管：WiiU的命名导致销量下跌一半,0
3066,2019-08-07,揭底诺基亚中国裁员真相：被委屈的与被惯坏的,0
3067,2019-08-06,特斯拉在华商标权之争落幕双方最终握手言和,1
3068,2019-08-06,微软裁员新招：积极离职者奖诺基亚手机,0
3069,2019-08-05,微软中国裁员详情曝光,0
3070,2019-08-05,富士康称昆山工厂停工不会导致iPhone6产能下降,0
3071,2019-08-05,卡巴斯基回应取消供应商资格：范围仅限中央机构,0
3072,2019-08-05,赛门铁克称反病毒软件并未遭到中国政府禁用,1
3073,2019-08-04,微软注册Sway.com域名及商标有望推出新CDN服务,1
3074,2019-08-04,马斯克建议谨慎对待人工智能：比核技术更危险,0
3075,2019-08-04,昆山爆炸致富士康停工或影响iPhone6、小米4等生产,0
3076,2019-08-04,三星韩国市值三连跌市值两天蒸发150亿美元,0
3077,2019-08-04,阿里巴巴IPO前夕在美疯狂投资搅局硅谷创业圈,1
3078,2019-08-01,美国地区法官裁定微软必须上交用户海外电子邮件,0
3079,2019-08-01,微软中国式打盗版：被指强买强卖多企业举报,0
3080,2019-07-31,苹果放弃禁售三星产品三星仍上诉推翻9亿美元赔偿,0
3081,2019-07-31,新东方与腾讯合资公司注册完成：俞敏洪任董事长,1
3082,2019-07-31,微软回应反垄断调查：中国业务始终合法合规,1
3083,2019-07-30,跨国公司涉华垄断事件频发微软之后还有下一个,0
3084,2019-07-30,工商总局对微软进行反垄断检查,0
3085,2019-07-29,苹果收购Beats交易获欧盟批准：不会引发垄断,1
3086,2019-07-29,微软中国疑因操作系统垄断遭工商总局调查,0
3087,2019-07-28,海尔或竞购GE家电业务,1
3088,2019-07-28,苏宁首批众包产品上市,1
3089,2019-07-28,富士康大陆版图再扩张：逾20亿投资安庆,1
3090,2019-07-28,苹果承认：iPhone可获取用户信息,0
3091,2019-07-25,工信部：取消京津冀长途及漫游资费政策上已无障碍,1
3092,2019-07-25,诺基亚裁员预估赔偿总额16亿美金孕妇获赔24个月工资,0
3093,2019-07-24,Twitter发布首份员工差异性报告白人与男士依旧唱主角,0
3094,2019-07-24,消息称发改委确定高通垄断事实,0
3095,2019-07-22,我国首个物联网操作系统MICO发布,1
3096,2019-07-22,马化腾、李彦宏、刘强东居家族财富榜前三,1
3097,2019-07-22,我国网民手机上网比例首超电脑,1
3098,2019-07-21,英特尔领衔PC行业复苏：得益于微软策略变更,1
3099,2019-07-21,阿里巴巴调整高德架构深入布局O2O1,1
3100,2019-07-18,智能生物材料：各种缺损组织都有可能再生,1
3101,2019-07-18,百度联合BMW举办车载轻应用编程大赛,1
3102,2019-07-18,阿里声明称缄默期遭媒体舆论敲诈30万美元已报案,0
3103,2019-07-18,微软宣布最大规模裁员曾经巨头面临生死挑战,0
3104,2019-07-17,国资委要求运营商补贴大幅缩减iPhone销售或受影响,0
3105,2019-07-16,惠普董事长因健康原因辞职7月16日正式生效,0
3106,2019-07-16,广电总局约谈牌照方强调规范：将严惩跨界行为,1
3107,2019-07-15,IT等8大行业污染地图首次发布,0
3108,2019-07-14,消息称广电总局拟禁止盒子产品加视频网站入口,1
3109,2019-07-14,公务用车新能源化新设时间表、路线图,1
3110,2019-07-11,科学家研发超清可弯曲显示器技术屏幕可卷起,1
3111,2019-07-11,7月22日微软将公布更多关于Nokia品牌细节或裁员,0
3112,2019-07-11,谷歌出资1亿美元在伦敦设立风投基金投资初创企业,1
3113,2019-07-11,12306修复漏洞：购票不能再选上下铺,1
3114,2019-07-10,潮人欢聚秘籍：微信支付开启夜场众筹组团新玩法,1
3115,2019-07-10,苹果回应败诉：Siri未侵权小i专利仍在正常运行,0
3116,2019-07-10,今日头条诉搜狐商业诋毁索赔100万元法院已受理,0
3117,2019-07-10,谷歌应用内购买政策也存在问题,0
3118,2019-07-09,特斯拉中国商标案升级占宝生索赔2390万元,0
3119,2019-07-09,我国将建立信用信息查询平台,1
3120,2019-07-08,快的打车将推一号专车应用为用户提供豪华轿车服务,1
3121,2019-07-08,苹果起诉国家知识产权局行政诉讼案今日宣判,0
3122,2019-07-07,广电总局：停发互联网电视集成牌照,1
3123,2019-07-04,【中奖福地】全国仅1注极度盈利狂揽539万,1
3124,2019-07-04,高通将骁龙芯片代工交给大陆中芯国际,1
3125,2019-07-04,马云联合云峰基金等投资伊利牧场获60%的股权,1
3126,2019-07-04,快播注册新公司搬离原址部分员工被安置其他公司,0
3127,2019-07-03,马云澄清抛弃绿城传闻投资必须100%理性,1
3128,2019-07-03,高通收购无线芯片制造商Wilocity交易金额未披露,1
3129,2019-07-01,iOS7.1.2今日发布重点修复电子邮件加密功能,1
3130,2019-07-01,谷歌宣布9月30日关闭社交服务Orkut,0
3131,2019-07-01,芯片业国资并购估值困境：力避国有资本流失,0
3132,2019-07-01,凡客割肉：旗下快递如风达由天地华宇接手,0
3133,2019-07-01,用户拿iPad充电器给iPhone5充电导致房屋起火,0
3134,2019-06-30,华为中国区终端业务总裁朱平：对3G和4G都重视,1
3135,2019-06-30,《舌尖上的中国》联手窝窝启动舌尖菜体验活动,1
3136,2019-06-30,苹果将终止照片处理软件iPhoto及Aperture开发,0
3137,2019-06-30,起底人人公司内乱内幕：一个月内4位高管出走,0
3138,2019-06-30,国产操作系统中科红旗负债2000多万拍卖旗下资产,0
3139,2019-06-27,马云入股恒大续球队2015赛季将改名为广州恒大淘宝队,1
3140,2019-06-27,雅虎拟收购YouTube内容提供商Fullscreen斥资2.5亿美元,1
3141,2019-06-26,Oculus称ZeniMax诉讼旨在利用脸书收购交易获益,0
3142,2019-06-26,富士康起诉东芝等三家日本企业专利侵权,0
3143,2019-06-26,联想IBM服务器遭美政府调查收购交易恐受阻延期,0
3144,2019-06-26,谷歌发布新一代移动操作系统AndroidL,1
3145,2019-06-25,微软小冰登陆微博二代小冰即将发布,1
3146,2019-06-25,广电总局叫停视频APP规范电视盒子,1
3147,2019-06-24,消息称国美拟全资收购大连阿尔滨球队将迁至北京,1
3148,2019-06-24,谷歌推域名注册托管服务GoogleDomains,1
3149,2019-06-24,盘古团队首发iOS7.1.1完美越狱iPhone4用户需谨慎使用,0
3150,2019-06-24,消息称迅雷提前至今晚在纳斯达克挂牌上市,1
3151,2019-06-23,传谷歌收购视频搜索创业公司Baarzo后者可查找视频特定镜头,1
3152,2019-06-23,富士康正在大陆多地扩招10万工人：为iPhone6供货做准备,1
3153,2019-06-20,马云组老板团请盖茨吃饭谈慈善,1
3154,2019-06-20,云计算步入可信发展期，生态系统建设提速,1
3155,2019-06-20,Twitter前COO工作由两名高管分别负责,1
3156,2019-06-19,苹果iPhone6样机终极曝光：深空灰版本现身,1
3157,2019-06-19,工信部公布百余物联网扶持项目核心技术存短板,0
3158,2019-06-18,苹果拉拢海尔等厂商智能家居几大阵营渐成形,1
3159,2019-06-18,商务部网站曝光微软所持有Android杀手专利,1
3160,2019-06-13,传谷歌将收购太空旅行公司维珍银河股份,1
3161,2019-06-12,苹果激活面板需求京东方3个月机构调研,1
3162,2019-06-12,信息安全装备国产化开始调研：政策进酝酿期,1
3163,2019-06-10,罗永浩：像传教一样卖手机,1
3164,2019-06-10,苹果WWDC：感动开发者的新系统新应用新语言,1
3165,2019-06-10,特斯拉CEO马斯克：将开放超级充电站系统,1
3166,2019-06-09,联想控股去年净利增20%变更股份有限公司,1
3167,2019-06-06,Facebook入华来势凶猛谷歌攻守移动广告市场,1
3168,2019-06-06,别对iPhone的安全性太自信,0
3169,2019-06-06,万科、恒大风向标：房地产斑马上的大数据,1
3170,2019-06-06,微软发声明力挺Windows8：没有后门,1
3171,2019-06-05,微软高管贝茨出任运动摄像机制造商GoPro总裁,1
3172,2019-06-05,Tizen系统：一个被英特尔推动的三星产品,1
3173,2019-06-04,苹果发布iOS8系统支持第三方输入法,1
3174,2019-06-04,传微软将推出Android版Office：先于Win8,1
3175,2019-06-04,IDC：今年全球PC出货量将同比下降6%,0
3176,2019-06-04,谷歌欲借AndroidTV入局客厅引巨头争夺,1
3177,2019-06-03,铁塔公司最快7月挂牌引入民资移动副总裁任CEO,1
3178,2019-06-03,苹果供应商迎7月备货季概念股行情提前启动,1
3179,2019-06-03,苹果全球开发者大会：新系统成主角无硬件发布,1
3180,2019-06-01,国家信息安全条例颁布在即,1
3181,2019-05-30,宏碁再造押宝自建云：短期难推动营收增长,0
3182,2019-05-30,微软前CEO鲍尔默或20亿美元买下洛杉矶快船队,1
3183,2019-05-30,传苹果对Beats流媒体音乐服务估值不到5亿美元,0
3184,2019-05-30,传微软将推智能手表：可与不同平台手机同步,1
3185,2019-05-30,IDC预计2014年平板电脑增速放缓至12%,0
3186,2019-05-29,华尔街日报：阿里将在招股书中披露28名合伙人成员姓名,1
3187,2019-05-29,苹果公司宣布30亿美元收购Beats,1
3188,2019-05-29,英特尔联手瑞芯微平板市场硝烟再起,1
3189,2019-05-28,苹果公司和谷歌有望在智能家居领域合作,1
3190,2019-05-28,微软CEO纳德拉发布Skype实时翻译工具,1
3191,2019-05-28,金融业短期难弃用IBM服务器：国产技术仍落后,0
3192,2019-05-27,190个城市已发布PM2.5监测数据,1
3193,2019-05-27,自由软件之父：苹果公司罪大恶极,0
3194,2019-05-26,苹果收购Beats被推迟或因谈判过程复杂,0
3195,2019-05-23,惠普继续大裁员：这次1.1万到1.6万名员工要下岗,0
3196,2019-05-23,信息基础设施符合方向即放开竞争,1
3197,2019-05-23,郭台铭谋的专利布局：鸿海从制造到智造,1
3198,2019-05-23,国内光伏企业集体发声反击美国双反调查,1
3199,2019-05-22,微软张亚勤：公有云领域的价格战不可持续,1
3200,2019-05-22,英特尔何京翔：为云计算和大数据重塑数据中心,1
3201,2019-05-21,微软：新Surface平板将取代笔记本1,1
3202,2019-05-21,Windows8是与非：微软中国黄金时代终结,0
3203,2019-05-19,千亿集成电路扶持资金背后：首尝市场化运作,1
3204,2019-05-16,发烧Ke：纵享音乐之烧耳机指南,1
3205,2019-05-15,消息称三星9月推出GearGlass智能眼镜,1
3206,2019-05-15,Hifiman的故事：一个国产音频厂商的忧伤,0
3207,2019-05-14,中国电信混合所有制提速,1
3208,2019-05-14,特斯拉获免费牌照：沪新政与新能源无关,1
3209,2019-05-12,阿里IPO冲击波：软银孙正义440倍回报,1
3210,2019-05-12,中信21世纪拟更名阿里健康信息,1
3211,2019-05-09,解密苹果公司18人环保别动队降低产品能耗57%,1
3212,2019-05-09,消息称苹果公司计划32亿美元收购Beats,1
3213,2019-05-08,阿里云计算香港数据中心将正式投入使用,1
3214,2019-05-08,特斯拉汽车公布第一季度财报：同比转亏,0
3215,2019-05-08,英特尔投资日本ZMP欲分无人驾驶一杯羹,1
3216,2019-05-08,3D打印去年产值20亿实现回报或需5-10年,1
3217,2019-05-07,华人女科学家发明太阳能贴纸比肩特斯拉创始人,1
3218,2019-05-05,股东大会：巴菲特看好旗下公司拓展中国业务,1
3219,2019-05-05,微软亚太总裁：亚洲市场正在快速发展,1
3220,2019-04-30,宏碁集中发布多款新产品：透露未来转型方向,1
3221,2019-04-30,联想集团将发行15亿美元票据,1
3222,2019-04-30,谷歌亚马逊自主开发服务器：英特尔遭遇挑战,0
3223,2019-04-30,谷歌展首款自主服务器基于IBMPower处理器,1
3224,2019-04-30,微软开发新型键盘：能阅读用户手势,1
3225,2019-04-30,苹果发行120亿美元债券,1
3226,2019-04-30,体验国行版特斯拉ModelS：上网功能缺失,0
3227,2019-04-29,三星第一季度净利润72亿美元：超分析师预期,1
3228,2019-04-29,阿里入股优酷土豆背后：抢占客厅拓展娱乐版图,1
3229,2019-04-28,手机钱包在美国难以普及,0
3230,2019-04-28,猎豹与百度、金山、小米签署股份认购协议,1
3231,2019-04-28,微软加速修复IE重大漏洞：WinXP用户不受支持,0
3232,2019-04-28,谷歌眼镜入华悬念大规模推广难,0
3233,2019-04-25,德银：HTC应效仿戴尔退市,0
3234,2019-04-25,苹果谷歌与原告就互不挖角协议达成和解,1
3235,2019-04-25,微软公布第三财季财报：净利润同比下滑7%,0
3236,2019-04-25,苹果公司股价周四大涨8.2%市值增384亿美元,1
3237,2019-04-25,马斯克中国首秀：被特斯拉过度消费的钢铁侠,0
3238,2019-04-24,高通公布第二财季财报：净利同比增5%,1
3239,2019-04-24,工信部：支持国产操作系统研发,1
3240,2019-04-24,联想兰奇：未来将有多家PC厂商退出,0
3241,2019-04-24,苹果第二财季业绩解读：iPhone仍担当大任,1
3242,2019-04-24,传今年8月开始菜单将重回Windows8,1
3243,2019-04-24,苹果今年将回购300亿美元股票6月初股票一拆七,1
3244,2019-04-23,国家将投入1200亿元支持集成电路发展,1
3245,2019-04-23,新一代路由器性能大比拼：小米miniVS果壳,1
3246,2019-04-23,杨元庆：联想下一个十年走向哪里,1
3247,2019-04-22,智能家居市场遇冷几大瓶颈亟待突破,0
3248,2019-04-22,游戏游艺设备通过内容审查后可向国内市场销售,1
3249,2019-04-21,格力否认全员摊派销售任务：仅给中层设目标,0
3250,2019-04-18,平板电脑利润接近崩盘深圳山寨圈青黄不接,0
